elapsed_seconds,heart_rate_bpm,speed_kmh,distance_m
1887,139.0,1.7,1526.98
1888,140.0,1.7,1526.98
1889,141.0,1.7,1526.98
1890,140.0,1.7,1526.98
1891,140.0,1.7,1526.98
1892,139.0,1.7,1526.98
1893,138.0,1.7,1526.98
1894,137.0,1.7,1526.98
1895,137.0,1.7,1526.98
1896,136.0,1.7,1526.98
1897,136.0,1.7,1526.98
1898,135.0,1.7,1526.98
1899,135.0,1.7,1526.98
1900,134.0,1.7,1526.98
1901,134.0,1.7,1526.98
1902,133.0,1.7,1526.98
1903,133.0,1.7,1526.98
1904,133.0,1.7,1526.98
1905,133.0,1.7,1526.98
1906,133.0,1.7,1526.98
1907,132.0,1.7,1526.98
1908,132.0,1.7,1526.98
1909,132.0,1.7,1526.98
1910,132.0,1.7,1526.98
1911,134.0,1.7,1526.98
1912,135.0,1.7,1526.98
1913,138.0,1.7,1526.98
1914,139.0,1.7,1526.98
1915,142.0,1.7,1526.98
1916,144.0,1.7,1526.98
1917,146.0,1.7,1526.98
1918,146.0,1.7,1526.98
1919,148.0,1.7,1526.98
1920,149.0,1.7,1526.98
1921,151.0,1.7,1526.98
1922,151.0,1.7,1526.98
1923,152.0,1.7,1526.98
1924,151.0,1.7,1526.98
1925,150.0,1.7,1526.98
1926,149.0,1.7,1526.98
1927,148.0,1.7,1526.98
1928,146.0,1.7,1526.98
1929,145.0,1.7,1526.98
1930,143.0,1.7,1526.98
1931,142.0,1.7,1526.98
1932,141.0,1.7,1526.98
1933,139.0,1.7,1526.98
1934,137.0,1.7,1526.98
1935,136.0,1.7,1526.98
1936,135.0,1.7,1526.98
1937,134.0,1.7,1526.98
1938,133.0,1.7,1526.98
1939,132.0,1.7,1526.98
1940,132.0,1.7,1526.98
1941,132.0,1.7,1526.98
1942,129.0,1.7,1526.98
1943,128.0,1.7,1526.98
1944,128.0,1.7,1526.98
1945,128.0,1.7,1526.98
1946,127.0,1.7,1526.98
1947,126.0,1.7,1526.98
1948,126.0,1.7,1526.98
1949,126.0,1.7,1526.98
1950,126.0,1.7,1526.98
1951,126.0,1.7,1526.98
1952,126.0,1.7,1526.98
1953,127.0,1.7,1526.98
1954,127.0,1.7,1526.98
1955,127.0,1.7,1526.98
1956,134.0,1.7,1526.98
1957,137.0,1.7,1526.98
1958,139.0,1.7,1526.98
1959,139.0,1.7,1526.98
1960,142.0,1.7,1526.98
1961,144.0,1.7,1526.98
1962,146.0,1.7,1526.98
1963,148.0,1.7,1526.98
1964,149.0,1.7,1526.98
1965,149.0,1.7,1526.98
1966,149.0,1.7,1526.98
1967,149.0,1.7,1526.98
1968,149.0,1.7,1526.98
1969,147.0,1.7,1526.98
1970,147.0,1.7,1526.98
1971,146.0,1.7,1526.98
1972,145.0,1.7,1526.98
1973,145.0,1.7,1526.98
1974,144.0,1.7,1526.98
1975,142.0,1.7,1526.98
1976,141.0,1.7,1526.98
1977,140.0,1.7,1526.98
1978,140.0,1.7,1526.98
1979,140.0,1.7,1526.98
1980,140.0,1.7,1526.98
1981,141.0,1.7,1526.98
1982,141.0,1.7,1526.98
1983,140.0,1.7,1526.98
1984,141.0,1.7,1526.98
1985,141.0,1.7,1526.98
1986,141.0,1.7,1526.98
1987,141.0,1.7,1526.98
1988,141.0,1.7,1526.98
1989,141.0,1.7,1526.98
1990,143.0,1.7,1526.98
1991,147.0,1.7,1526.98
1992,152.0,1.7,1526.98
1993,153.0,1.7,1526.98
1994,154.0,1.7,1526.98
1995,154.0,1.7,1526.98
1996,155.0,1.7,1526.98
1997,155.0,1.7,1526.98
1998,154.0,1.7,1526.98
1999,154.0,1.7,1526.98
2000,152.0,1.7,1526.98
2001,151.0,1.7,1526.98
2002,151.0,1.7,1526.98
2003,149.0,1.7,1526.98
2004,149.0,1.7,1526.98
2005,148.0,1.7,1526.98
2006,148.0,1.7,1526.98
2007,147.0,1.7,1526.98
2008,147.0,1.7,1526.98
2009,147.0,1.7,1526.98
2010,146.0,1.7,1526.98
2011,146.0,1.4,1529.35
2012,146.0,1.7,1530.81
2013,145.0,1.7,1530.81
2014,144.0,1.7,1530.81
2015,143.0,1.7,1530.81
2016,142.0,2.0,1532.34
2017,142.0,2.0,1532.34
2018,140.0,1.5,1534.05
2019,139.0,1.5,1534.05
2020,138.0,1.5,1534.05
2021,137.0,1.7,1535.43
2022,136.0,1.7,1535.43
2023,136.0,1.7,1535.43
2024,136.0,1.7,1535.43
2025,136.0,1.7,1535.43
2026,136.0,1.2,1537.08
2027,136.0,1.2,1537.08
2028,136.0,0.9,1538.12
2029,136.0,0.9,1538.12
2030,136.0,0.8,1539.24
2031,136.0,0.7,1540.48
2032,136.0,0.7,1540.48
2033,134.0,1.6,1542.36
2034,133.0,1.6,1542.36
2035,132.0,1.6,1543.92
2036,130.0,1.6,1543.92
2037,129.0,1.8,1545.67
2038,127.0,1.8,1545.67
2039,125.0,1.4,1547.25
2040,124.0,1.1,1547.25
2041,123.0,1.1,1547.25
2042,122.0,1.5,1550.76
2043,121.0,1.7,1552.42
2044,120.0,1.7,1552.42
2045,120.0,1.7,1552.42
2046,119.0,1.7,1552.42
2047,119.0,1.7,1552.42
2048,119.0,1.7,1552.42
2049,119.0,1.7,1552.42
2050,118.0,1.7,1552.42
2051,118.0,1.7,1552.42
2052,118.0,1.7,1552.42
2053,119.0,1.7,1552.42
2054,119.0,1.7,1552.42
2055,118.0,1.7,1552.42
2056,118.0,1.2,1553.71
2057,118.0,0.7,1555.26
2058,118.0,0.5,1557.64
2059,118.0,0.5,1557.64
2060,118.0,0.4,1559.24
2061,119.0,0.3,1559.24
2062,119.0,0.3,1559.24
2063,121.0,2.2,1564.74
2064,125.0,4.8,1573.05
2065,126.0,6.4,1573.05
2066,131.0,8.3,1580.27
2067,133.0,10.3,1588.25
2068,133.0,11.7,1588.25
2069,138.0,13.9,1598.96
2070,141.0,16.2,1601.53
2071,144.0,17.7,1601.53
2072,146.0,16.7,1625.57
2073,150.0,16.1,1625.57
2074,152.0,15.0,1636.22
2075,154.0,11.4,1639.0
2076,157.0,9.0,1639.0
2077,160.0,9.0,1639.0
2078,162.0,7.3,1646.53
2079,163.0,9.8,1653.82
2080,164.0,11.4,1653.82
2081,165.0,12.4,1663.53
2082,165.0,12.3,1664.6
2083,165.0,12.2,1664.6
2084,164.0,9.3,1670.11
2085,164.0,7.2,1672.26
2086,163.0,5.7,1674.11
2087,162.0,4.6,1675.85
2088,161.0,4.4,1678.27
2089,159.0,4.4,1678.27
2090,159.0,4.2,1680.03
2091,158.0,4.5,1681.65
2092,157.0,5.0,1683.35
2093,156.0,5.0,1683.35
2094,154.0,4.5,1685.18
2095,154.0,4.0,1686.68
2096,152.0,3.9,1688.47
2097,151.0,3.8,1688.47
2098,150.0,3.6,1695.83
2099,150.0,3.1,1697.32
2100,149.0,3.1,1697.32
2101,147.0,2.6,1699.45
2102,146.0,2.4,1700.89
2103,146.0,2.4,1700.89
2104,144.0,2.7,1703.42
2105,144.0,2.9,1703.42
2106,143.0,2.6,1706.14
2107,143.0,2.3,1706.14
2108,142.0,1.9,1706.94
2109,141.0,1.5,1706.94
2110,140.0,1.3,1708.75
2111,140.0,1.3,1708.75
2112,139.0,1.0,1710.68
2113,139.0,0.9,1710.68
2114,139.0,2.3,1718.22
2115,140.0,5.0,1725.63
2116,142.0,5.5,1728.93
2117,144.0,5.5,1732.47
2118,146.0,6.1,1733.85
2119,148.0,6.1,1733.85
2120,150.0,6.5,1743.21
2121,152.0,6.8,1743.21
2122,154.0,8.6,1751.54
2123,156.0,7.3,1752.66
2124,157.0,6.4,1752.66
2125,158.0,5.8,1757.61
2126,160.0,6.5,1765.05
2127,161.0,7.0,1765.05
2128,163.0,8.2,1771.25
2129,164.0,6.9,1773.85
2130,165.0,5.9,1773.85
2131,167.0,4.1,1779.18
2132,170.0,3.5,1781.22
2133,171.0,3.2,1781.22
2134,172.0,2.4,1784.12
2135,172.0,2.4,1784.12
2136,172.0,3.1,1787.4
2137,172.0,3.5,1787.4
2138,172.0,3.5,1787.4
2139,171.0,2.6,1790.9
2140,170.0,2.0,1790.9
2141,169.0,1.7,1793.4
2142,167.0,1.8,1795.43
2143,167.0,1.8,1795.43
2144,165.0,1.8,1797.4
2145,165.0,1.8,1797.4
2146,163.0,2.3,1799.28
2147,162.0,2.7,1799.28
2148,161.0,2.7,1799.28
2149,160.0,2.7,1799.28
2150,160.0,2.0,1802.65
2151,159.0,1.8,1804.08
2152,158.0,1.6,1804.08
2153,158.0,1.4,1806.65
2154,158.0,1.2,1806.65
2155,158.0,1.2,1806.65
2156,158.0,0.9,1808.65
2157,159.0,0.9,1808.65
2158,159.0,0.7,1810.42
2159,159.0,0.6,1811.47
2160,159.0,0.6,1811.47
2161,160.0,0.7,1813.11
2162,160.0,0.7,1813.11
2163,160.0,0.7,1813.11
2164,159.0,0.5,1814.64
2165,158.0,0.5,1814.64
2166,158.0,1.0,1815.87
2167,157.0,1.3,1815.87
2168,157.0,5.2,1823.77
2169,157.0,4.9,1826.96
2170,158.0,4.8,1826.96
2171,158.0,4.5,1831.05
2172,158.0,4.5,1831.05
2173,158.0,4.7,1834.89
2174,157.0,4.7,1836.32
2175,158.0,4.7,1836.32
2176,158.0,6.7,1842.69
2177,159.0,9.8,1851.69
2178,159.0,11.8,1851.69
2179,160.0,11.8,1851.69
2180,161.0,9.7,1855.77
2181,162.0,16.9,1873.31
2182,163.0,21.7,1873.31
2183,165.0,15.2,1879.26
2184,166.0,15.2,1879.26
2185,167.0,11.3,1882.7
2186,169.0,8.0,1884.6
2187,170.0,5.8,1884.6
2188,171.0,7.8,1893.21
2189,173.0,8.1,1900.25
2190,173.0,7.5,1901.31
2191,174.0,7.1,1901.31
2192,175.0,5.7,1905.28
2193,175.0,5.7,1905.28
2194,175.0,5.7,1905.28
2195,174.0,6.0,1906.99
2196,174.0,6.2,1906.99
2197,173.0,4.8,1909.57
2198,173.0,3.8,1911.12
2199,172.0,3.8,1911.12
2200,170.0,2.7,1912.72
2201,169.0,2.7,1912.72
2202,169.0,2.8,1914.98
2203,168.0,2.8,1914.98
2204,167.0,2.0,1918.63
2205,166.0,2.0,1918.63
2206,165.0,2.0,1918.63
2207,164.0,1.4,1920.01
2208,162.0,1.1,1921.31
2209,162.0,1.1,1921.31
2210,161.0,3.4,1924.87
2211,160.0,4.6,1926.78
2212,160.0,3.4,1929.44
2213,160.0,2.5,1929.44
2214,159.0,1.9,1932.39
2215,159.0,1.9,1932.39
2216,158.0,1.9,1934.02
2217,158.0,1.4,1935.53
2218,157.0,1.9,1937.69
2219,157.0,2.2,1937.69
2220,156.0,2.5,1938.83
2221,157.0,2.8,1938.83
2222,157.0,2.9,1939.87
2223,156.0,6.0,1941.51
2224,156.0,8.0,1941.51
2225,157.0,10.7,1949.87
2226,158.0,12.5,1949.87
2227,159.0,12.7,1956.05
2228,160.0,11.9,1960.0
2229,160.0,11.4,1960.0
2230,161.0,9.7,1964.52
2231,163.0,9.7,1964.52
2232,163.0,11.3,1972.14
2233,164.0,12.3,1972.14
2234,165.0,11.8,1981.81
2235,167.0,13.4,1991.31
2236,168.0,14.4,1991.31
2237,170.0,13.6,1998.45
2238,170.0,13.3,2003.8
2239,172.0,13.1,2003.8
2240,172.0,9.6,2013.43
2241,174.0,9.6,2013.43
2242,175.0,8.3,2016.0
2243,176.0,8.3,2016.0
2244,176.0,7.0,2017.48
2245,176.0,5.5,2018.54
2246,177.0,4.4,2018.54
2247,177.0,3.6,2023.92
2248,177.0,2.8,2024.98
2249,175.0,2.0,2027.29
2250,174.0,2.2,2029.42
2251,174.0,2.2,2029.42
2252,173.0,1.8,2031.23
2253,172.0,1.8,2031.23
2254,171.0,2.0,2032.64
2255,170.0,2.1,2032.64
2256,169.0,2.1,2032.64
2257,168.0,2.1,2032.64
2258,167.0,2.9,2035.59
2259,166.0,3.5,2035.59
2260,165.0,3.5,2035.59
2261,164.0,3.5,2035.59
2262,164.0,2.5,2039.38
2263,164.0,2.5,2039.38
2264,163.0,2.5,2039.38
2265,163.0,2.5,2039.38
2266,163.0,2.5,2039.38
2267,163.0,2.5,2039.38
2268,163.0,2.9,2041.06
2269,163.0,2.9,2041.06
2270,163.0,2.9,2043.63
2271,163.0,2.9,2043.63
2272,163.0,2.2,2044.95
2273,162.0,2.3,2046.86
2274,162.0,2.3,2046.86
2275,162.0,2.3,2046.86
2276,163.0,3.1,2048.39
2277,163.0,5.6,2055.67
2278,163.0,7.3,2055.67
2279,164.0,7.7,2061.58
2280,164.0,8.0,2061.58
2281,164.0,8.5,2069.35
2282,164.0,6.4,2075.18
2283,165.0,4.9,2075.18
2284,166.0,5.9,2083.27
2285,167.0,6.6,2083.27
2286,168.0,5.5,2087.36
2287,169.0,4.5,2090.22
2288,170.0,5.9,2096.33
2289,171.0,6.9,2096.33
2290,173.0,8.6,2106.85
2291,175.0,7.6,2109.79
2292,176.0,7.6,2109.79
2293,176.0,6.5,2110.8
2294,177.0,4.9,2112.63
2295,177.0,4.9,2112.63
2296,177.0,4.9,2112.63
2297,177.0,4.9,2112.63
2298,176.0,4.9,2112.63
2299,176.0,4.1,2114.8
2300,176.0,4.1,2114.8
2301,175.0,4.0,2116.05
2302,174.0,3.9,2116.05
2303,173.0,3.6,2118.81
2304,172.0,3.6,2118.81
2305,171.0,3.1,2120.62
2306,170.0,3.5,2122.46
2307,170.0,3.7,2122.46
2308,169.0,3.7,2122.46
2309,168.0,3.0,2123.44
2310,168.0,3.3,2124.88
2311,167.0,3.3,2125.93
2312,167.0,3.3,2125.93
2313,166.0,3.3,2125.93
2314,166.0,3.3,2125.93
2315,165.0,3.3,2128.4
2316,165.0,3.3,2128.4
2317,165.0,3.3,2128.4
2318,164.0,2.4,2129.91
2319,163.0,1.7,2131.57
2320,163.0,1.7,2131.57
2321,162.0,1.3,2132.67
2322,161.0,1.3,2132.67
2323,161.0,3.6,2137.45
2324,162.0,5.1,2137.45
2325,162.0,7.6,2146.74
2326,163.0,9.3,2146.74
2327,164.0,6.4,2149.21
2328,164.0,6.4,2149.21
2329,165.0,4.5,2153.67
2330,165.0,3.2,2153.67
2331,166.0,5.2,2160.28
2332,167.0,7.5,2163.71
2333,169.0,7.0,2165.73
2334,170.0,6.5,2169.09
2335,171.0,6.1,2172.06
2336,171.0,5.8,2176.0
2337,173.0,5.3,2179.18
2338,174.0,6.8,2185.15
2339,174.0,7.7,2187.75
2340,175.0,8.1,2189.79
2341,176.0,8.2,2193.09
2342,176.0,7.8,2195.67
2343,177.0,7.5,2198.76
2344,177.0,6.9,2200.08
2345,176.0,6.5,2200.08
2346,176.0,6.4,2205.74
2347,175.0,5.5,2210.39
2348,175.0,4.9,2210.39
2349,174.0,4.9,2210.39
2350,174.0,3.9,2215.02
2351,173.0,3.9,2215.02
2352,172.0,3.1,2216.31
2353,172.0,2.9,2217.69
2354,171.0,2.7,2217.69
2355,171.0,2.7,2217.69
2356,170.0,2.9,2221.83
2357,169.0,3.0,2223.87
2358,169.0,3.1,2223.87
2359,168.0,3.4,2227.26
2360,167.0,3.4,2231.31
2361,166.0,3.8,2233.4
2362,166.0,3.8,2233.4
2363,165.0,2.9,2234.68
2364,165.0,2.4,2234.68
2365,164.0,2.7,2237.56
2366,164.0,2.7,2237.56
2367,164.0,2.7,2237.56
2368,164.0,2.7,2237.56
2369,164.0,4.1,2240.1
2370,164.0,4.4,2241.75
2371,164.0,4.4,2241.75
2372,163.0,4.4,2241.75
2373,163.0,5.3,2246.2
2374,162.0,5.8,2250.63
2375,162.0,5.7,2253.06
2376,163.0,5.7,2253.06
2377,163.0,5.6,2260.48
2378,163.0,5.6,2260.48
2379,163.0,4.7,2263.95
2380,164.0,4.1,2263.95
2381,165.0,5.9,2272.5
2382,166.0,9.4,2278.69
2383,167.0,11.8,2278.69
2384,168.0,13.0,2283.05
2385,169.0,13.9,2283.05
2386,170.0,12.2,2290.85
2387,171.0,11.0,2290.85
2388,172.0,10.4,2298.3
2389,174.0,10.0,2298.3
2390,174.0,9.4,2304.73
2391,175.0,9.4,2304.73
2392,176.0,7.2,2306.44
2393,177.0,5.7,2306.44
2394,178.0,5.7,2306.44
2395,178.0,5.7,2306.44
2396,178.0,4.8,2309.53
2397,179.0,4.8,2309.53
2398,178.0,4.8,2309.53
2399,178.0,4.8,2309.53
2400,177.0,4.8,2309.53
2401,177.0,4.8,2309.53
2402,176.0,4.8,2309.53
2403,175.0,4.0,2310.56
2404,175.0,3.5,2310.56
2405,174.0,3.5,2310.56
2406,173.0,2.9,2312.44
2407,173.0,2.9,2312.44
2408,172.0,2.7,2313.85
2409,170.0,2.7,2313.85
2410,169.0,2.7,2313.85
2411,168.0,2.7,2316.04
2412,167.0,2.7,2316.04
2413,167.0,2.7,2316.04
2414,166.0,2.2,2318.01
2415,165.0,2.5,2319.59
2416,165.0,2.5,2319.59
2417,165.0,2.5,2319.59
2418,165.0,2.5,2319.59
2419,165.0,2.5,2319.59
2420,164.0,2.5,2319.59
2421,164.0,1.8,2321.2
2422,163.0,1.8,2321.2
2423,163.0,1.9,2322.29
2424,163.0,2.7,2323.55
2425,164.0,3.2,2323.55
2426,165.0,4.0,2327.36
2427,165.0,4.6,2327.36
2428,166.0,5.3,2331.53
2429,166.0,8.9,2335.52
2430,167.0,7.6,2339.71
2431,167.0,7.0,2344.69
2432,168.0,6.6,2344.69
2433,169.0,5.9,2349.13
2434,170.0,5.4,2349.13
2435,171.0,7.2,2358.33
2436,172.0,8.3,2358.33
2437,173.0,8.3,2365.0
2438,174.0,8.3,2365.0
2439,175.0,6.2,2366.6
2440,176.0,5.1,2368.38
2441,176.0,5.1,2368.38
2442,176.0,4.1,2372.17
2443,176.0,3.3,2373.25
2444,176.0,2.8,2373.25
2445,176.0,2.8,2375.97
2446,176.0,2.7,2377.12
2447,175.0,2.1,2378.17
2448,175.0,2.1,2378.17
2449,174.0,3.3,2381.41
2450,173.0,3.3,2381.41
2451,173.0,3.3,2383.03
2452,171.0,3.3,2383.03
2453,170.0,4.6,2387.74
2454,169.0,4.6,2387.74
2455,168.0,4.9,2388.75
2456,167.0,5.1,2390.23
2457,167.0,5.1,2390.23
2458,166.0,3.8,2392.85
2459,166.0,3.0,2392.85
2460,165.0,2.6,2393.68
2461,165.0,2.7,2396.46
2462,165.0,2.7,2396.46
2463,166.0,3.2,2398.66
2464,166.0,3.2,2398.66
2465,166.0,3.1,2399.75
2466,166.0,3.1,2399.75
2467,166.0,2.8,2400.79
2468,165.0,2.8,2400.79
2469,165.0,2.8,2400.79
2470,165.0,2.5,2402.62
2471,165.0,2.5,2402.62
2472,164.0,2.1,2404.0
2473,163.0,2.1,2404.0
2474,162.0,2.1,2404.0
2475,161.0,2.2,2405.42
2476,159.0,2.8,2406.64
2477,157.0,2.0,2408.13
2478,156.0,1.5,2408.13
2479,154.0,1.5,2408.13
2480,154.0,2.4,2411.64
2481,154.0,2.4,2411.64
2482,154.0,2.2,2414.88
2483,154.0,2.0,2416.31
2484,154.0,1.8,2416.31
2485,154.0,1.6,2417.98
2486,152.0,1.6,2417.98
2487,151.0,1.8,2419.82
2488,151.0,2.0,2419.82
2489,151.0,3.1,2424.09
2490,152.0,3.8,2424.09
2491,152.0,3.7,2427.74
2492,153.0,3.2,2430.41
2493,154.0,2.9,2431.73
2494,155.0,2.7,2431.73
2495,157.0,3.6,2433.77
2496,158.0,3.6,2433.77
2497,159.0,2.7,2435.03
2498,161.0,2.7,2435.03
2499,163.0,2.7,2435.03
2500,164.0,2.3,2436.36
2501,165.0,2.1,2436.36
2502,166.0,2.1,2436.36
2503,168.0,2.5,2439.7
2504,170.0,2.5,2439.7
2505,171.0,2.8,2442.47
2506,172.0,2.8,2443.87
2507,173.0,2.8,2443.87
2508,173.0,2.8,2443.87
2509,174.0,2.8,2443.87
2510,174.0,2.8,2443.87
2511,174.0,2.8,2443.87
2512,174.0,2.0,2446.51
2513,174.0,1.5,2446.51
2514,174.0,1.5,2446.51
2515,173.0,1.1,2447.91
2516,172.0,1.1,2447.91
2517,171.0,1.1,2447.91
2518,170.0,1.1,2447.91
2519,170.0,0.9,2449.34
2520,169.0,0.9,2449.34
2521,168.0,3.1,2453.55
2522,168.0,4.3,2456.83
2523,168.0,5.1,2456.83
2524,169.0,7.5,2465.16
2525,169.0,9.3,2470.57
2526,170.0,10.6,2470.57
2527,170.0,7.7,2477.2
2528,170.0,5.8,2477.2
2529,171.0,7.9,2488.93
2530,171.0,9.3,2488.93
2531,172.0,8.5,2494.72
2532,173.0,8.5,2494.72
2533,174.0,7.3,2496.33
2534,174.0,6.5,2496.33
2535,175.0,7.0,2500.36
2536,176.0,6.0,2510.21
2537,177.0,5.4,2510.21
2538,177.0,6.6,2516.81
2539,178.0,9.0,2520.81
2540,178.0,12.8,2527.69
2541,178.0,13.5,2534.87
2542,178.0,14.0,2534.87
2543,178.0,7.5,2548.11
2544,177.0,7.5,2548.11
2545,177.0,5.3,2549.72
2546,177.0,4.4,2552.16
2547,176.0,3.9,2552.16
2548,175.0,3.4,2554.55
2549,174.0,3.1,2554.55
2550,174.0,3.0,2558.52
2551,173.0,2.9,2558.52
2552,173.0,2.9,2558.52
2553,171.0,3.0,2559.61
2554,171.0,3.1,2560.68
2555,170.0,3.1,2561.83
2556,169.0,3.0,2563.42
2557,168.0,3.0,2563.42
2558,168.0,3.3,2567.61
2559,167.0,2.9,2569.57
2560,166.0,2.9,2569.57
2561,166.0,2.2,2571.41
2562,166.0,2.2,2571.41
2563,165.0,2.3,2573.04
2564,164.0,2.3,2573.04
2565,164.0,2.0,2573.84
2566,163.0,2.0,2573.84
2567,162.0,2.1,2575.74
2568,162.0,2.2,2575.74
2569,161.0,2.9,2577.89
2570,161.0,2.9,2577.89
2571,160.0,2.9,2577.89
2572,160.0,2.9,2577.89
2573,159.0,2.6,2578.97
2574,158.0,2.6,2578.97
2575,158.0,2.7,2580.5
2576,157.0,2.7,2580.5
2577,156.0,2.7,2580.5
2578,155.0,2.6,2581.66
2579,155.0,2.6,2581.66
2580,154.0,3.0,2583.38
2581,154.0,3.4,2584.84
2582,153.0,3.4,2584.84
2583,152.0,3.4,2584.84
2584,151.0,2.6,2586.0
2585,151.0,2.6,2586.0
2586,150.0,2.6,2586.0
2587,149.0,2.6,2586.0
2588,149.0,2.0,2587.11
2589,148.0,1.7,2588.21
2590,148.0,1.7,2588.21
2591,147.0,1.3,2589.96
2592,146.0,1.3,2589.96
2593,146.0,1.0,2592.0
2594,146.0,1.0,2592.0
2595,146.0,1.0,2592.0
2596,146.0,0.9,2593.54
2597,146.0,0.9,2594.89
2598,145.0,0.9,2594.89
2599,145.0,0.6,2596.81
2600,145.0,0.5,2597.88
2601,145.0,0.5,2597.88
2602,145.0,0.8,2599.67
2603,144.0,0.8,2599.67
2604,144.0,0.7,2600.88
2605,142.0,0.7,2600.88
2606,141.0,0.8,2602.18
2607,141.0,0.9,2602.18
2608,139.0,0.9,2602.18
2609,139.0,1.0,2604.58
2610,138.0,1.0,2604.58
2611,137.0,1.3,2606.14
2612,136.0,1.3,2606.14
2613,136.0,1.3,2606.14
2614,135.0,1.0,2607.26
2615,135.0,0.9,2607.26
2616,135.0,0.9,2607.26
2617,134.0,0.6,2608.68
2618,134.0,0.5,2608.68
2619,135.0,0.5,2608.68
2620,135.0,0.5,2611.46
2621,135.0,0.5,2611.46
2622,134.0,0.4,2613.11
2623,134.0,0.4,2613.11
2624,133.0,0.4,2613.11
2625,133.0,0.4,2613.11
2626,133.0,0.4,2613.11
2627,133.0,0.7,2614.68
2628,131.0,0.7,2614.68
2629,130.0,0.6,2615.99
2630,129.0,0.6,2615.99
2631,129.0,0.9,2618.15
2632,129.0,2.2,2621.43
2633,129.0,1.9,2623.44
2634,130.0,1.9,2623.44
2635,129.0,1.4,2624.63
2636,129.0,1.4,2624.63
2637,128.0,1.4,2624.63
2638,127.0,1.4,2624.63
2639,126.0,1.0,2625.82
2640,125.0,1.0,2625.82
2641,125.0,1.0,2625.82
2642,124.0,0.9,2626.99
2643,124.0,0.9,2626.99
2644,124.0,0.9,2626.99
2645,123.0,0.9,2628.34
2646,123.0,0.9,2628.34
2647,123.0,0.9,2628.34
2648,123.0,0.9,2628.34
2649,123.0,0.9,2628.34
2650,124.0,0.9,2628.34
2651,124.0,1.6,2630.81
2652,124.0,2.0,2630.81
2653,124.0,2.0,2630.81
2654,123.0,2.0,2630.81
2655,123.0,2.0,2630.81
2656,122.0,1.4,2633.57
2657,122.0,1.4,2633.57
2658,121.0,1.4,2633.57
2659,120.0,0.9,2635.12
2660,119.0,0.9,2635.12
2661,119.0,0.9,2635.12
2662,118.0,0.9,2635.12
2663,117.0,0.9,2636.24
2664,117.0,0.9,2636.24
2665,117.0,0.9,2636.24
2666,117.0,0.9,2636.24
2667,117.0,0.9,2636.24
2668,118.0,0.7,2637.3
2669,119.0,0.7,2637.3
2670,120.0,0.8,2639.69
2671,121.0,0.8,2639.69
2672,121.0,0.8,2639.69
2673,121.0,0.7,2640.77
2674,122.0,0.7,2640.77
2675,122.0,0.7,2640.77
2676,121.0,0.7,2640.77
2677,121.0,0.7,2640.77
2678,120.0,1.5,2643.43
2679,119.0,2.0,2643.43
2680,119.0,1.5,2646.2
2681,118.0,1.5,2646.2
2682,117.0,1.5,2646.2
2683,117.0,1.5,2646.2
2684,116.0,1.0,2647.62
2685,115.0,1.0,2647.62
2686,114.0,1.0,2647.62
2687,113.0,1.0,2647.62
2688,113.0,1.0,2647.62
2689,113.0,1.0,2647.62
2690,113.0,1.0,2647.62
2691,112.0,1.0,2647.62
2692,112.0,1.0,2647.62
2693,112.0,1.0,2647.62
2694,112.0,1.0,2647.62
2695,112.0,1.0,2647.62
2696,111.0,1.0,2647.62
2697,110.0,1.0,2647.62
2698,109.0,1.0,2647.62
2699,109.0,1.0,2647.62
2700,109.0,1.0,2647.62
2701,109.0,1.0,2647.62
2702,108.0,1.0,2647.62
2703,108.0,1.0,2647.62
2704,107.0,1.0,2647.62
2705,107.0,1.0,2647.62
2706,107.0,1.0,2647.62
2707,107.0,1.0,2647.62
2708,106.0,0.9,2648.87
2709,106.0,1.6,2651.08
2710,106.0,1.6,2651.08
2711,107.0,1.3,2652.47
2712,109.0,1.0,2653.51
2713,109.0,1.0,2653.51
2714,110.0,1.0,2653.51
2715,110.0,0.9,2654.76
2716,111.0,0.9,2654.76
2717,111.0,0.9,2654.76
2718,112.0,0.9,2654.76
2719,112.0,0.9,2654.76
2720,112.0,1.1,2656.76
2721,113.0,1.1,2656.76
2722,113.0,1.1,2656.76
2723,114.0,1.2,2658.3
2724,114.0,1.2,2658.3
2725,115.0,0.9,2659.34
2726,115.0,0.9,2660.7
2727,114.0,0.9,2660.7
2728,114.0,0.9,2660.7
2729,114.0,0.9,2660.7
2730,113.0,0.9,2660.7
2731,112.0,0.8,2662.62
2732,112.0,0.8,2662.62
2733,112.0,1.0,2665.24
2734,113.0,0.9,2666.37
2735,113.0,0.8,2666.37
2736,115.0,0.8,2667.6
2737,116.0,0.8,2667.6
2738,116.0,0.9,2669.05
2739,116.0,0.9,2669.05
2740,115.0,0.6,2670.53
2741,115.0,0.6,2670.53
2742,114.0,0.6,2670.53
2743,112.0,0.6,2670.53
2744,111.0,0.5,2672.02
2745,111.0,0.5,2672.02
2746,111.0,0.4,2673.18
2747,111.0,0.4,2673.18
2748,112.0,0.3,2674.51
2749,112.0,0.3,2674.51
2750,113.0,0.9,2675.64
2751,115.0,1.3,2675.64
2752,115.0,1.3,2675.64
2753,115.0,1.3,2675.64
2754,117.0,1.3,2675.64
2755,117.0,0.9,2676.52
2756,117.0,2.2,2680.07
2757,117.0,1.6,2682.24
2758,116.0,1.6,2682.24
2759,116.0,1.6,2682.24
