elapsed_seconds,heart_rate_bpm,speed_kmh,distance_m
1014,138.0,2.0,1340.96
1015,140.0,2.0,1340.96
1016,142.0,2.0,1340.96
1017,143.0,2.0,1340.96
1018,143.0,2.0,1340.96
1019,143.0,2.0,1340.96
1020,143.0,2.0,1340.96
1021,142.0,2.0,1340.96
1022,141.0,2.0,1340.96
1023,140.0,2.0,1340.96
1024,138.0,2.0,1340.96
1025,138.0,2.0,1340.96
1026,135.0,2.0,1340.96
1027,134.0,2.0,1340.96
1028,132.0,2.0,1340.96
1029,131.0,2.0,1340.96
1030,129.0,2.0,1340.96
1031,128.0,2.0,1340.96
1032,127.0,2.0,1340.96
1033,126.0,2.0,1340.96
1034,125.0,2.0,1340.96
1035,124.0,2.0,1340.96
1036,124.0,2.0,1340.96
1037,124.0,2.0,1340.96
1038,124.0,2.0,1340.96
1039,124.0,2.0,1340.96
1040,124.0,2.0,1340.96
1041,124.0,2.0,1340.96
1042,124.0,2.0,1340.96
1043,124.0,2.0,1340.96
1044,123.0,2.0,1340.96
1045,123.0,2.0,1340.96
1046,125.0,2.0,1340.96
1047,131.0,2.0,1340.96
1048,131.0,2.0,1340.96
1049,133.0,2.0,1340.96
1050,133.0,2.0,1340.96
1051,133.0,2.0,1340.96
1052,135.0,2.0,1340.96
1053,135.0,2.0,1340.96
1054,136.0,2.0,1340.96
1055,136.0,2.0,1340.96
1056,137.0,2.0,1340.96
1057,136.0,2.0,1340.96
1058,136.0,2.0,1340.96
1059,136.0,2.0,1340.96
1060,136.0,2.0,1340.96
1061,135.0,2.0,1340.96
1062,134.0,2.0,1340.96
1063,133.0,2.0,1340.96
1064,132.0,2.0,1340.96
1065,131.0,2.0,1340.96
1066,131.0,2.0,1340.96
1067,130.0,2.0,1340.96
1068,130.0,2.0,1340.96
1069,129.0,2.0,1340.96
1070,128.0,2.0,1340.96
1071,127.0,2.0,1340.96
1072,126.0,2.0,1340.96
1073,125.0,2.0,1340.96
1074,124.0,2.0,1340.96
1075,124.0,2.0,1340.96
1076,125.0,2.0,1340.96
1077,124.0,2.0,1340.96
1078,123.0,2.0,1340.96
1079,122.0,2.0,1340.96
1080,121.0,2.0,1340.96
1081,120.0,2.0,1340.96
1082,120.0,2.0,1340.96
1083,120.0,2.0,1340.96
1084,120.0,2.0,1340.96
1085,119.0,2.0,1340.96
1086,119.0,2.0,1340.96
1087,118.0,2.0,1340.96
1088,117.0,2.0,1340.96
1089,117.0,2.0,1340.96
1090,117.0,2.0,1340.96
1091,117.0,2.0,1340.96
1092,117.0,2.0,1340.96
1093,120.0,2.0,1340.96
1094,124.0,2.0,1340.96
1095,127.0,2.0,1340.96
1096,129.0,2.0,1340.96
1097,131.0,2.0,1340.96
1098,133.0,2.0,1340.96
1099,133.0,2.0,1340.96
1100,137.0,2.0,1340.96
1101,138.0,2.0,1340.96
1102,138.0,2.0,1340.96
1103,139.0,2.0,1340.96
1104,139.0,2.0,1340.96
1105,138.0,2.0,1340.96
1106,137.0,2.0,1340.96
1107,136.0,2.0,1340.96
1108,135.0,2.0,1340.96
1109,134.0,2.0,1340.96
1110,133.0,2.0,1340.96
1111,133.0,2.0,1340.96
1112,132.0,2.0,1340.96
1113,132.0,2.0,1340.96
1114,131.0,2.0,1340.96
1115,131.0,2.0,1340.96
1116,131.0,2.0,1340.96
1117,132.0,2.0,1340.96
1118,133.0,2.0,1340.96
1119,134.0,2.0,1340.96
1120,136.0,2.0,1340.96
1121,138.0,2.0,1340.96
1122,140.0,2.0,1340.96
1123,142.0,2.0,1340.96
1124,143.0,2.0,1340.96
1125,143.0,2.0,1340.96
1126,142.0,2.0,1340.96
1127,140.0,2.0,1340.96
1128,140.0,2.0,1340.96
1129,137.0,1.5,1346.5
1130,136.0,1.5,1346.5
1131,136.0,1.5,1346.5
1132,135.0,1.2,1348.0
1133,134.0,1.0,1349.13
1134,133.0,1.0,1349.13
1135,131.0,1.8,1351.78
1136,130.0,2.0,1353.99
1137,128.0,2.0,1353.99
1138,128.0,2.0,1353.99
1139,127.0,1.5,1355.4
1140,126.0,1.5,1355.4
1141,125.0,1.1,1356.56
1142,124.0,0.9,1357.88
1143,124.0,0.9,1357.88
1144,123.0,0.9,1357.88
1145,122.0,0.9,1357.88
1146,122.0,0.7,1359.2
1147,121.0,0.7,1359.2
1148,121.0,0.7,1359.2
1149,121.0,0.7,1359.2
1150,120.0,0.6,1360.27
1151,119.0,0.6,1360.27
1152,118.0,0.8,1361.35
1153,117.0,0.8,1361.35
1154,116.0,0.8,1361.35
1155,116.0,0.5,1362.43
1156,115.0,0.5,1362.43
1157,115.0,0.6,1363.45
1158,115.0,0.6,1363.45
1159,114.0,0.6,1363.45
1160,114.0,0.6,1363.45
1161,113.0,0.6,1364.6
1162,112.0,0.6,1364.6
1163,112.0,0.6,1365.88
1164,111.0,0.6,1365.88
1165,110.0,0.6,1365.88
1166,110.0,0.6,1365.88
1167,110.0,0.6,1365.88
1168,110.0,0.6,1365.88
1169,109.0,0.6,1365.88
1170,109.0,0.6,1365.88
1171,109.0,0.6,1365.88
1172,108.0,0.6,1365.88
1173,108.0,0.6,1365.88
1174,108.0,0.6,1365.88
1175,108.0,0.6,1365.88
1176,108.0,0.6,1365.88
1177,109.0,0.6,1365.88
1178,110.0,0.6,1366.92
1179,110.0,0.6,1366.92
1180,110.0,0.6,1366.92
1181,110.0,0.6,1366.92
1182,110.0,0.6,1366.92
1183,110.0,0.6,1366.92
1184,110.0,0.6,1366.92
1185,109.0,0.6,1366.92
1186,109.0,0.6,1366.92
1187,109.0,0.6,1366.92
1188,108.0,0.6,1366.92
1189,108.0,0.6,1366.92
1190,106.0,0.6,1366.92
1191,105.0,0.6,1366.92
1192,103.0,0.5,1368.17
1193,102.0,0.5,1368.17
1194,103.0,0.5,1368.17
1195,103.0,0.5,1368.17
1196,103.0,0.5,1368.17
1197,102.0,0.3,1369.26
1198,102.0,0.3,1369.26
1199,100.0,0.3,1369.26
1200,100.0,0.3,1369.26
1201,99.0,0.3,1369.26
1202,98.0,0.3,1369.26
1203,98.0,0.3,1370.49
1204,97.0,0.3,1370.49
1205,97.0,0.3,1370.49
1206,97.0,0.3,1370.49
1207,96.0,0.3,1371.51
1208,96.0,0.3,1371.51
1209,96.0,0.3,1371.51
1210,96.0,0.3,1371.51
1211,97.0,0.3,1371.51
1212,97.0,0.3,1371.51
1213,97.0,0.3,1371.51
1214,97.0,0.3,1371.51
1215,97.0,0.2,1372.8
1216,97.0,0.2,1372.8
1217,97.0,0.2,1372.8
1218,97.0,0.2,1372.8
1219,97.0,0.2,1372.8
1220,96.0,0.2,1372.8
1221,96.0,0.2,1372.8
1222,95.0,0.2,1372.8
1223,95.0,0.2,1372.8
1224,95.0,0.2,1372.8
1225,94.0,0.2,1372.8
1226,94.0,0.2,1372.8
1227,94.0,0.2,1372.8
1228,94.0,0.2,1372.8
1229,94.0,0.2,1374.45
1230,94.0,0.2,1374.45
1231,94.0,0.2,1374.45
1232,94.0,0.2,1374.45
1233,94.0,0.2,1374.45
1234,94.0,0.2,1374.45
1235,94.0,0.2,1374.45
1236,94.0,0.2,1375.47
1237,94.0,0.2,1375.47
1238,95.0,0.2,1375.47
1239,95.0,0.2,1376.68
1240,96.0,0.2,1376.68
1241,96.0,0.2,1376.68
1242,96.0,0.2,1376.68
1243,96.0,0.5,1378.15
1244,96.0,0.7,1378.15
1245,96.0,1.5,1382.24
1246,97.0,1.5,1382.24
1247,99.0,1.5,1382.24
1248,99.0,1.5,1382.24
1249,102.0,1.5,1382.24
1250,102.0,1.5,1382.24
1251,102.0,1.5,1382.24
1252,103.0,1.5,1382.24
1253,103.0,1.5,1382.24
1254,107.0,1.5,1382.24
1255,110.0,1.5,1382.24
1256,112.0,1.5,1382.24
1257,117.0,1.5,1382.24
1258,122.0,1.5,1382.24
1259,126.0,1.5,1382.24
1260,130.0,1.5,1382.24
1261,134.0,1.5,1382.24
1262,137.0,1.5,1382.24
1263,140.0,1.5,1382.24
1264,144.0,1.5,1382.24
1265,144.0,1.5,1382.24
1266,146.0,1.5,1382.24
1267,147.0,1.5,1382.24
1268,147.0,1.5,1382.24
1269,147.0,1.5,1382.24
1270,146.0,1.5,1382.24
1271,145.0,1.5,1382.24
1272,145.0,1.5,1382.24
1273,143.0,1.5,1382.24
1274,142.0,1.5,1382.24
1275,141.0,1.5,1382.24
1276,141.0,1.5,1382.24
1277,138.0,1.5,1382.24
1278,136.0,1.5,1382.24
1279,135.0,1.5,1382.24
1280,134.0,1.5,1382.24
1281,133.0,1.5,1382.24
1282,132.0,2.4,1390.99
1283,131.0,2.7,1392.39
1284,130.0,3.3,1393.63
1285,130.0,3.3,1393.63
1286,129.0,3.0,1395.97
1287,129.0,3.0,1395.97
1288,129.0,2.1,1398.93
1289,128.0,1.8,1400.1
1290,128.0,1.8,1400.1
1291,128.0,1.8,1400.1
1292,127.0,2.7,1403.66
1293,127.0,3.2,1403.66
1294,126.0,3.0,1404.91
1295,126.0,3.0,1404.91
1296,125.0,2.2,1405.96
1297,125.0,1.7,1407.14
1298,125.0,1.3,1407.14
1299,124.0,1.3,1407.14
1300,123.0,1.1,1409.63
1301,123.0,1.1,1409.63
1302,122.0,1.2,1410.68
1303,122.0,1.3,1411.92
1304,122.0,1.4,1411.92
1305,121.0,1.4,1411.92
1306,121.0,1.4,1411.92
1307,120.0,1.2,1412.7
1308,120.0,1.6,1413.75
1309,119.0,1.9,1413.75
1310,119.0,1.3,1415.81
1311,119.0,1.3,1415.81
1312,119.0,1.3,1415.81
1313,119.0,1.3,1415.81
1314,118.0,1.3,1415.81
1315,118.0,1.3,1415.81
1316,118.0,1.3,1415.81
1317,117.0,1.3,1415.81
1318,116.0,1.3,1415.81
1319,115.0,1.3,1415.81
1320,115.0,1.3,1415.81
1321,115.0,1.3,1415.81
1322,115.0,1.3,1415.81
1323,115.0,1.3,1415.81
1324,115.0,1.3,1415.81
1325,115.0,1.3,1415.81
1326,126.0,1.3,1415.81
1327,138.0,1.3,1415.81
1328,141.0,1.3,1415.81
1329,142.0,1.3,1415.81
1330,143.0,1.3,1415.81
1331,143.0,1.3,1415.81
1332,142.0,1.3,1415.81
1333,141.0,1.3,1415.81
1334,141.0,1.3,1415.81
1335,140.0,1.3,1415.81
1336,138.0,1.3,1415.81
1337,138.0,1.3,1415.81
1338,137.0,1.3,1415.81
1339,136.0,1.3,1415.81
1340,135.0,1.3,1415.81
1341,134.0,1.3,1415.81
1342,133.0,1.3,1415.81
1343,133.0,1.3,1415.81
1344,132.0,1.3,1415.81
1345,132.0,1.3,1415.81
1346,131.0,1.3,1415.81
1347,131.0,1.3,1415.81
1348,131.0,1.3,1415.81
1349,131.0,1.3,1415.81
1350,130.0,1.3,1415.81
1351,130.0,1.3,1415.81
1352,130.0,1.3,1415.81
1353,130.0,1.3,1415.81
1354,129.0,1.3,1415.81
1355,129.0,1.3,1415.81
1356,128.0,1.3,1415.81
1357,128.0,1.3,1415.81
1358,129.0,1.3,1415.81
1359,130.0,1.3,1415.81
1360,131.0,1.3,1415.81
1361,131.0,1.3,1415.81
1362,130.0,1.3,1415.81
1363,130.0,1.3,1415.81
1364,130.0,1.3,1415.81
1365,130.0,1.3,1415.81
1366,130.0,1.3,1415.81
1367,130.0,1.3,1415.81
1368,131.0,1.3,1415.81
1369,134.0,1.3,1415.81
1370,136.0,1.3,1415.81
1371,139.0,1.3,1415.81
1372,141.0,1.3,1415.81
1373,144.0,1.3,1415.81
1374,146.0,1.3,1415.81
1375,148.0,1.3,1415.81
1376,149.0,1.3,1415.81
1377,151.0,1.3,1415.81
1378,151.0,1.3,1415.81
1379,151.0,1.3,1415.81
1380,150.0,1.3,1415.81
1381,149.0,1.3,1415.81
1382,149.0,1.3,1415.81
1383,148.0,1.3,1415.81
1384,147.0,1.3,1415.81
1385,147.0,1.3,1415.81
1386,146.0,1.3,1415.81
1387,145.0,1.3,1415.81
1388,144.0,1.3,1415.81
1389,143.0,1.3,1415.81
1390,142.0,1.3,1415.81
1391,141.0,1.3,1415.81
1392,140.0,1.3,1415.81
1393,139.0,1.3,1415.81
1394,138.0,1.3,1415.81
1395,137.0,1.3,1415.81
1396,136.0,1.3,1415.81
1397,135.0,1.3,1415.81
1398,135.0,1.3,1415.81
1399,133.0,1.3,1415.81
1400,131.0,1.3,1415.81
1401,131.0,1.3,1415.81
1402,130.0,1.3,1415.81
1403,129.0,1.3,1415.81
1404,129.0,1.3,1415.81
1405,129.0,1.3,1415.81
1406,127.0,1.3,1415.81
1407,127.0,1.3,1415.81
1408,128.0,1.3,1415.81
1409,128.0,1.3,1415.81
1410,129.0,1.3,1415.81
1411,128.0,1.3,1415.81
1412,128.0,1.3,1415.81
1413,127.0,1.3,1415.81
1414,127.0,1.3,1415.81
1415,127.0,1.3,1415.81
1416,128.0,1.3,1415.81
1417,128.0,1.3,1415.81
1418,128.0,1.3,1415.81
1419,129.0,1.3,1415.81
1420,131.0,1.3,1415.81
1421,132.0,1.3,1415.81
1422,134.0,1.3,1415.81
1423,139.0,1.3,1415.81
1424,141.0,1.3,1415.81
1425,142.0,1.3,1415.81
1426,142.0,1.3,1415.81
1427,145.0,1.3,1415.81
1428,148.0,1.3,1415.81
1429,149.0,1.3,1415.81
1430,149.0,1.3,1415.81
1431,150.0,1.3,1415.81
1432,150.0,1.3,1415.81
1433,150.0,1.3,1415.81
1434,150.0,1.3,1415.81
1435,150.0,1.3,1415.81
1436,148.0,1.3,1415.81
1437,145.0,1.3,1415.81
1438,144.0,1.3,1415.81
1439,142.0,1.3,1415.81
1440,140.0,1.3,1415.81
1441,139.0,1.3,1415.81
1442,138.0,1.3,1415.81
1443,137.0,1.3,1415.81
1444,137.0,1.3,1415.81
1445,136.0,1.3,1415.81
1446,136.0,1.3,1415.81
1447,136.0,1.3,1415.81
1448,135.0,1.3,1415.81
1449,135.0,1.3,1415.81
1450,135.0,1.3,1415.81
1451,134.0,1.3,1415.81
1452,133.0,1.3,1415.81
1453,132.0,1.3,1415.81
1454,132.0,1.3,1415.81
1455,131.0,1.3,1415.81
1456,131.0,1.3,1415.81
1457,131.0,1.3,1415.81
1458,131.0,1.3,1415.81
1459,130.0,1.3,1415.81
1460,130.0,1.3,1415.81
1461,129.0,1.3,1415.81
1462,128.0,1.3,1415.81
1463,127.0,1.3,1415.81
1464,126.0,1.3,1415.81
1465,126.0,1.3,1415.81
1466,126.0,1.3,1415.81
1467,126.0,1.3,1415.81
1468,126.0,1.3,1415.81
1469,126.0,1.3,1415.81
1470,132.0,1.3,1415.81
1471,134.0,1.3,1415.81
1472,136.0,1.3,1415.81
1473,138.0,1.3,1415.81
1474,140.0,1.3,1415.81
1475,143.0,1.3,1415.81
1476,144.0,1.3,1415.81
1477,144.0,1.3,1415.81
1478,147.0,1.3,1415.81
1479,147.0,1.3,1415.81
1480,147.0,1.3,1415.81
1481,153.0,1.3,1415.81
1482,154.0,1.3,1415.81
1483,154.0,1.3,1415.81
1484,154.0,1.3,1415.81
1485,154.0,1.3,1415.81
1486,153.0,1.3,1415.81
1487,152.0,1.3,1415.81
1488,150.0,1.3,1415.81
1489,149.0,1.3,1415.81
1490,148.0,1.3,1415.81
1491,146.0,1.3,1415.81
1492,145.0,1.3,1415.81
1493,144.0,1.3,1415.81
1494,144.0,1.3,1415.81
1495,143.0,1.3,1415.81
1496,142.0,1.3,1415.81
1497,142.0,1.3,1415.81
1498,141.0,1.3,1415.81
1499,141.0,1.3,1415.81
1500,141.0,1.3,1415.81
1501,141.0,1.3,1415.81
1502,142.0,1.3,1415.81
1503,142.0,1.3,1415.81
1504,142.0,1.3,1415.81
1505,142.0,1.3,1415.81
1506,141.0,1.3,1415.81
1507,141.0,1.3,1415.81
1508,141.0,1.3,1415.81
1509,142.0,1.3,1415.81
1510,142.0,1.3,1415.81
1511,144.0,1.3,1415.81
1512,147.0,1.3,1415.81
1513,148.0,1.3,1415.81
1514,149.0,1.3,1415.81
1515,149.0,1.2,1420.64
1516,148.0,1.2,1420.64
1517,148.0,1.2,1420.64
1518,147.0,1.2,1420.64
1519,145.0,0.9,1422.94
1520,144.0,1.6,1424.46
1521,142.0,1.5,1427.05
1522,140.0,1.5,1427.05
1523,139.0,1.5,1427.05
1524,138.0,1.1,1429.69
1525,137.0,1.1,1429.69
1526,135.0,1.1,1429.69
1527,134.0,1.1,1429.69
1528,133.0,1.1,1429.69
1529,131.0,1.1,1429.69
1530,130.0,1.2,1431.78
1531,129.0,1.2,1431.78
1532,128.0,0.8,1433.06
1533,128.0,0.8,1433.06
1534,127.0,0.7,1434.84
1535,126.0,0.7,1434.84
1536,124.0,0.7,1434.84
1537,123.0,0.7,1434.84
1538,122.0,0.7,1434.84
1539,122.0,0.7,1434.84
1540,121.0,1.2,1436.75
1541,121.0,1.5,1436.75
1542,120.0,1.5,1436.75
1543,119.0,1.5,1436.75
1544,119.0,1.5,1436.75
1545,118.0,1.0,1437.41
1546,118.0,1.0,1437.41
1547,118.0,1.0,1437.41
1548,118.0,1.0,1437.41
1549,118.0,1.0,1437.41
1550,117.0,1.0,1437.41
1551,117.0,1.0,1437.41
1552,117.0,1.0,1437.41
1553,116.0,1.9,1439.9
1554,115.0,2.4,1439.9
1555,115.0,1.7,1441.16
1556,114.0,1.3,1441.16
1557,114.0,0.9,1443.18
1558,114.0,0.7,1443.18
1559,115.0,0.7,1443.18
1560,115.0,0.7,1443.18
1561,116.0,0.7,1443.18
1562,117.0,0.7,1443.18
1563,120.0,0.7,1443.18
1564,121.0,0.7,1443.18
1565,122.0,0.7,1443.18
1566,124.0,0.7,1443.18
1567,126.0,0.7,1443.18
1568,128.0,0.7,1443.18
1569,130.0,0.7,1443.18
1570,133.0,0.7,1443.18
1571,135.0,0.0,1444.39
1572,138.0,0.0,1444.39
1573,141.0,0.0,1444.39
1574,142.0,0.0,1444.39
1575,144.0,0.0,1444.39
1576,145.0,0.0,1444.39
1577,146.0,0.0,1444.39
1578,146.0,0.0,1444.39
1579,146.0,0.0,1444.39
1580,145.0,0.0,1444.39
1581,144.0,0.0,1444.39
1582,143.0,0.0,1444.39
1583,142.0,0.0,1444.39
1584,142.0,0.0,1444.39
1585,140.0,0.0,1444.39
1586,139.0,0.0,1444.39
1587,138.0,0.0,1444.39
1588,138.0,0.0,1444.39
1589,137.0,0.0,1444.39
1590,137.0,0.0,1444.39
1591,136.0,0.0,1444.39
1592,135.0,0.0,1444.39
1593,135.0,0.0,1444.39
1594,134.0,0.0,1444.39
1595,134.0,0.0,1444.39
1596,134.0,0.0,1444.39
1597,134.0,0.0,1444.39
1598,134.0,0.0,1444.39
1599,134.0,0.0,1444.39
1600,134.0,0.0,1444.39
1601,134.0,0.0,1444.39
1602,133.0,0.0,1444.39
1603,132.0,0.0,1444.39
1604,131.0,0.0,1444.39
1605,130.0,0.0,1444.39
1606,129.0,0.0,1444.39
1607,127.0,0.0,1444.39
1608,126.0,0.0,1444.39
1609,126.0,0.0,1444.39
1610,125.0,0.0,1444.39
1611,124.0,0.0,1444.39
1612,124.0,0.0,1444.39
1613,123.0,0.0,1444.39
1614,123.0,0.0,1444.39
1615,122.0,0.0,1444.39
1616,121.0,0.0,1444.39
1617,122.0,0.0,1444.39
1618,124.0,0.0,1444.39
1619,126.0,0.0,1444.39
1620,127.0,0.0,1444.39
1621,129.0,0.0,1444.39
1622,131.0,0.0,1444.39
1623,133.0,0.0,1444.39
1624,135.0,0.0,1444.39
1625,139.0,0.0,1444.39
1626,140.0,0.0,1444.39
1627,140.0,0.0,1444.39
1628,144.0,0.1,1450.97
1629,144.0,0.4,1452.16
1630,147.0,0.7,1452.16
1631,148.0,1.3,1455.07
1632,150.0,1.3,1455.07
1633,152.0,0.9,1457.33
1634,152.0,0.9,1457.33
1635,152.0,0.9,1458.77
1636,151.0,0.9,1458.77
1637,151.0,0.9,1458.77
1638,150.0,0.9,1458.77
1639,148.0,1.1,1460.39
1640,147.0,1.1,1460.39
1641,146.0,0.9,1462.6
1642,146.0,0.7,1462.6
1643,145.0,0.8,1463.9
1644,144.0,0.8,1463.9
1645,144.0,0.8,1463.9
1646,144.0,1.3,1465.82
1647,144.0,1.5,1465.82
1648,144.0,1.5,1465.82
1649,144.0,1.9,1470.41
1650,143.0,1.9,1471.41
1651,144.0,1.9,1471.41
1652,144.0,1.9,1471.41
1653,145.0,1.9,1471.41
1654,145.0,1.3,1471.91
1655,145.0,1.3,1471.91
1656,144.0,1.1,1474.73
1657,143.0,1.6,1477.69
1658,143.0,2.0,1479.59
1659,142.0,2.3,1479.59
1660,142.0,2.5,1482.84
1661,138.0,2.9,1485.16
1662,138.0,3.2,1485.16
1663,137.0,2.9,1487.76
1664,136.0,2.9,1487.76
1665,134.0,2.9,1487.76
1666,133.0,2.9,1487.76
1667,131.0,2.9,1487.76
1668,129.0,2.9,1487.76
1669,127.0,2.9,1487.76
1670,126.0,2.9,1487.76
1671,124.0,2.9,1487.76
1672,123.0,2.9,1487.76
1673,121.0,2.9,1487.76
1674,120.0,2.9,1487.76
1675,119.0,2.9,1487.76
1676,119.0,2.9,1487.76
1677,118.0,2.9,1487.76
1678,117.0,2.9,1487.76
1679,117.0,2.1,1492.15
1680,117.0,1.5,1492.15
1681,117.0,1.8,1493.77
1682,119.0,1.8,1493.77
1683,120.0,1.5,1495.21
1684,121.0,1.5,1495.21
1685,121.0,1.5,1495.21
1686,121.0,1.2,1497.2
1687,122.0,1.2,1497.2
1688,122.0,1.2,1497.2
1689,121.0,0.9,1498.26
1690,121.0,0.9,1498.26
1691,121.0,0.9,1498.26
1692,120.0,0.9,1498.26
1693,120.0,0.7,1500.02
1694,120.0,0.7,1500.02
1695,120.0,0.7,1500.02
1696,120.0,0.7,1500.02
1697,120.0,0.7,1500.02
1698,120.0,0.7,1500.02
1699,120.0,0.7,1500.02
1700,120.0,0.7,1500.02
1701,119.0,0.7,1500.02
1702,119.0,0.7,1500.02
1703,118.0,0.8,1501.03
1704,117.0,0.8,1501.03
1705,117.0,0.8,1501.03
1706,117.0,0.8,1501.03
1707,117.0,0.8,1501.03
1708,117.0,0.8,1501.03
1709,116.0,0.8,1501.03
1710,116.0,0.8,1501.03
1711,116.0,0.8,1501.03
1712,117.0,0.8,1501.03
1713,117.0,0.8,1501.03
1714,117.0,0.8,1501.03
1715,117.0,0.8,1501.03
1716,117.0,0.8,1501.03
1717,127.0,0.8,1501.03
1718,130.0,0.8,1501.03
1719,134.0,0.8,1501.03
1720,136.0,0.8,1501.03
1721,138.0,0.8,1501.03
1722,140.0,0.8,1501.03
1723,141.0,0.8,1501.03
1724,142.0,0.8,1501.03
1725,142.0,0.8,1501.03
1726,142.0,0.8,1501.03
1727,142.0,0.8,1501.03
1728,141.0,0.8,1501.03
1729,140.0,0.8,1501.03
1730,139.0,0.8,1501.03
1731,138.0,0.8,1501.03
1732,137.0,0.8,1501.03
1733,137.0,0.8,1501.03
1734,137.0,0.8,1501.03
1735,137.0,0.8,1501.03
1736,137.0,0.8,1501.03
1737,137.0,0.8,1501.03
1738,137.0,0.8,1501.03
1739,136.0,0.8,1501.03
1740,136.0,0.8,1501.03
1741,136.0,0.8,1501.03
1742,136.0,0.8,1501.03
1743,135.0,0.8,1501.03
1744,134.0,0.8,1501.03
1745,134.0,0.8,1501.03
1746,134.0,0.8,1501.03
1747,132.0,0.8,1501.03
1748,132.0,0.8,1501.03
1749,132.0,0.8,1501.03
1750,133.0,0.8,1501.03
1751,134.0,0.8,1501.03
1752,134.0,0.8,1501.03
1753,135.0,0.8,1501.03
1754,135.0,0.8,1501.03
1755,135.0,0.8,1501.03
1756,136.0,0.8,1501.03
1757,136.0,0.8,1501.03
1758,137.0,0.8,1501.03
1759,137.0,0.8,1501.03
1760,139.0,0.8,1501.03
1761,140.0,0.8,1501.03
1762,142.0,0.8,1501.03
1763,142.0,0.8,1501.03
1764,146.0,0.8,1501.03
1765,147.0,0.8,1501.03
1766,149.0,0.8,1501.03
1767,150.0,0.8,1501.03
1768,151.0,0.8,1501.03
1769,152.0,0.8,1501.03
1770,153.0,0.8,1501.03
1771,153.0,0.8,1501.03
1772,152.0,0.8,1501.03
1773,150.0,0.8,1501.03
1774,149.0,0.8,1501.03
1775,148.0,0.8,1501.03
1776,147.0,0.8,1501.03
1777,145.0,0.8,1501.03
1778,143.0,0.8,1501.03
1779,142.0,0.8,1501.03
1780,142.0,0.8,1501.03
1781,140.0,0.8,1501.03
1782,139.0,0.8,1501.03
1783,138.0,0.8,1501.03
1784,137.0,0.8,1501.03
1785,136.0,0.8,1501.03
1786,136.0,0.8,1501.03
1787,135.0,0.8,1501.03
1788,135.0,0.8,1501.03
1789,135.0,0.8,1501.03
1790,135.0,0.8,1501.03
1791,135.0,0.8,1501.03
1792,135.0,0.8,1501.03
1793,135.0,0.8,1501.03
1794,134.0,0.8,1501.03
1795,134.0,0.8,1501.03
1796,134.0,0.8,1501.03
1797,134.0,0.8,1501.03
1798,135.0,0.8,1501.03
1799,135.0,0.8,1501.03
1800,135.0,0.8,1501.03
1801,134.0,0.8,1501.03
1802,132.0,0.8,1501.03
1803,131.0,0.8,1501.03
1804,130.0,0.8,1501.03
1805,129.0,0.8,1501.03
1806,129.0,0.8,1501.03
1807,128.0,0.8,1501.03
1808,127.0,0.8,1501.03
1809,125.0,0.8,1501.03
1810,124.0,0.8,1501.03
1811,124.0,0.8,1501.03
1812,122.0,0.8,1501.03
1813,121.0,0.8,1501.03
1814,121.0,0.8,1501.03
1815,121.0,0.8,1501.03
1816,124.0,0.8,1501.03
1817,125.0,0.8,1501.03
1818,125.0,0.8,1501.03
1819,125.0,0.8,1501.03
1820,126.0,0.8,1501.03
1821,128.0,0.8,1501.03
1822,131.0,0.8,1501.03
1823,137.0,0.8,1501.03
1824,139.0,0.8,1501.03
1825,141.0,0.8,1501.03
1826,144.0,0.8,1501.03
1827,145.0,0.8,1501.03
1828,146.0,0.8,1501.03
1829,147.0,0.8,1501.03
1830,146.0,0.8,1501.03
1831,146.0,0.8,1501.03
1832,145.0,0.8,1501.03
1833,144.0,0.8,1501.03
1834,143.0,0.8,1501.03
1835,143.0,0.8,1501.03
1836,142.0,0.8,1501.03
1837,142.0,0.8,1501.03
1838,143.0,0.8,1501.03
1839,142.0,0.8,1501.03
1840,142.0,0.8,1501.03
1841,141.0,0.8,1501.03
1842,141.0,0.7,1508.66
1843,140.0,1.0,1510.16
1844,139.0,1.1,1510.16
1845,138.0,1.1,1510.16
1846,137.0,0.8,1512.26
1847,137.0,1.2,1514.15
1848,135.0,3.1,1518.3
1849,134.0,2.9,1519.73
1850,133.0,2.9,1519.73
1851,132.0,2.0,1521.15
1852,132.0,2.0,1521.15
1853,132.0,1.8,1522.19
1854,132.0,1.8,1522.19
1855,131.0,1.5,1523.56
1856,131.0,1.2,1523.56
1857,130.0,1.2,1523.56
1858,129.0,1.2,1523.56
1859,129.0,1.0,1524.1
1860,129.0,0.7,1525.25
1861,129.0,0.7,1525.25
1862,129.0,0.7,1525.25
1863,129.0,1.3,1526.98
1864,128.0,1.7,1526.98
1865,128.0,1.7,1526.98
1866,128.0,1.7,1526.98
1867,128.0,1.7,1526.98
1868,127.0,1.7,1526.98
1869,127.0,1.7,1526.98
1870,125.0,1.7,1526.98
1871,124.0,1.7,1526.98
1872,124.0,1.7,1526.98
1873,123.0,1.7,1526.98
1874,122.0,1.7,1526.98
1875,121.0,1.7,1526.98
1876,120.0,1.7,1526.98
1877,120.0,1.7,1526.98
1878,120.0,1.7,1526.98
1879,120.0,1.7,1526.98
1880,120.0,1.7,1526.98
1881,120.0,1.7,1526.98
1882,126.0,1.7,1526.98
1883,132.0,1.7,1526.98
1884,133.0,1.7,1526.98
1885,136.0,1.7,1526.98
1886,138.0,1.7,1526.98
